d,10,100,1000,10000,100000
100000,61.14130263464824,788.0460480276388,64.9132816785086,,
1000000,30.756034977335343,22.502947351166647,,,
10000000,0.9218652477351102,0.4034624283651815,0,,
100000000,0.9776127401224332,0.7921502739302849,0,0,
1000000000,0.9932573431599386,0.9310572006783635,0.4721593524023276,0,
10000000000,0.9972323269258654,0.977890137879294,0.801685821822377,0.021022998795841557,
100000000000,1.0006493629308333,0.9943953044125157,0.9329485490205968,0.4472219245099831,
1000000000000,,,0.9648555955540704,0.44385217221357104,
10000000000000,,,,,
